ï»¿state,rep_district,senate_district,party,prefix,first_name,last_name,suffix,address1,address2,city,address_state,zip,title,leader_title,gender,photo_url,,https://www.senate.gov/general/contact_information/senators_cfm.xml
ME,2,,D,,Jared F.,Golden,,U.S. House of Representatives,1107 Longworth House Office Building,Washington,DC,20515-1902,Representative,,,https://clerk.house.gov/images/members/G000592.jpg,,
MI,1,,R,,Jack,Bergman,,U.S. House of Representatives,566 Cannon House Office Building,Washington,DC,20515-2201,Representative,,,https://clerk.house.gov/images/members/B001301.jpg,,
MI,2,,R,,John R.,Moolenaar,,U.S. House of Representatives,246 Cannon House Office Building,Washington,DC,20515-2202,Representative,,,https://clerk.house.gov/images/members/M001194.jpg,,
MI,3,,D,,Hillary J.,Scholten,,U.S. House of Representatives,1317 Longworth House Office Building,Washington,DC,20515-2203,Representative,,,https://clerk.house.gov/images/members/S001221.jpg,,
MI,4,,R,,Bill,Huizenga,,U.S. House of Representatives,2232 Rayburn House Office Building,Washington,DC,20515-2204,Representative,,,https://clerk.house.gov/images/members/H001058.jpg,,
MI,5,,R,,Tim,Walberg,,U.S. House of Representatives,2266 Rayburn House Office Building,Washington,DC,20515-2205,Representative,,,https://clerk.house.gov/images/members/W000798.jpg,,
MI,6,,D,,Debbie,Dingell,,U.S. House of Representatives,102 Cannon House Office Building,Washington,DC,20515-2206,Representative,,,https://clerk.house.gov/images/members/D000624.jpg,,
MI,7,,R,,Tom,Barrett,,U.S. House of Representatives,1232 Longworth House Office Building,Washington,DC,20515-2207,Representative,,,https://clerk.house.gov/images/members/B001321.jpg,,
MI,8,,D,,Kristen,McDonald Rivet,,U.S. House of Representatives,1408 Longworth House Office Building,Washington,DC,20515-2208,Representative,,,https://clerk.house.gov/images/members/M001237.jpg,,
MI,9,,R,,Lisa C.,McClain,,U.S. House of Representatives,562 Cannon House Office Building,Washington,DC,20515-2209,Representative,,,https://clerk.house.gov/images/members/M001136.jpg,,
MI,10,,R,,John,James,,U.S. House of Representatives,1519 Longworth House Office Building,Washington,DC,20515-2210,Representative,,,https://clerk.house.gov/images/members/J000307.jpg,,
MI,11,,D,,Haley M.,Stevens,,U.S. House of Representatives,2411 Rayburn House Office Building,Washington,DC,20515-2211,Representative,,,https://clerk.house.gov/images/members/S001215.jpg,,
MI,12,,D,,Rashida,Tlaib,,U.S. House of Representatives,2438 Rayburn House Office Building,Washington,DC,20515-2212,Representative,,,https://clerk.house.gov/images/members/T000481.jpg,,
MI,13,,D,,Shri,Thanedar,,U.S. House of Representatives,154 Cannon House Office Building,Washington,DC,20515-2213,Representative,,,https://clerk.house.gov/images/members/T000488.jpg,,
MN,1,,R,,Brad,Finstad,,U.S. House of Representatives,2418 Rayburn House Office Building,Washington,DC,20515-2301,Representative,,,https://clerk.house.gov/images/members/F000475.jpg,,
MN,2,,D,,Angie,Craig,,U.S. House of Representatives,2052 Rayburn House Office Building,Washington,DC,20515-2302,Representative,,,https://clerk.house.gov/images/members/C001119.jpg,,
MN,3,,D,,Kelly,Morrison,,U.S. House of Representatives,1205 Longworth House Office Building,Washington,DC,20515-2303,Representative,,,https://clerk.house.gov/images/members/M001234.jpg,,
MN,4,,D,,Betty,McCollum,,U.S. House of Representatives,2426 Rayburn House Office Building,Washington,DC,20515-2304,Representative,,,https://clerk.house.gov/images/members/M001143.jpg,,
MN,5,,D,,Ilhan,Omar,,U.S. House of Representatives,1730 Longworth House Office Building,Washington,DC,20515-2305,Representative,,,https://clerk.house.gov/images/members/O000173.jpg,,
MN,6,,R,,Tom,Emmer,,U.S. House of Representatives,326 Cannon House Office Building,Washington,DC,20515-2306,Representative,,,https://clerk.house.gov/images/members/E000294.jpg,,
MN,7,,R,,Michelle,Fischbach,,U.S. House of Representatives,2229 Rayburn House Office Building,Washington,DC,20515-2307,Representative,,,https://clerk.house.gov/images/members/F000470.jpg,,
MN,8,,R,,Pete,Stauber,,U.S. House of Representatives,145 Cannon House Office Building,Washington,DC,20515-2308,Representative,,,https://clerk.house.gov/images/members/S001212.jpg,,
MO,1,,D,,Wesley,Bell,,U.S. House of Representatives,1429 Longworth House Office Building,Washington,DC,20515-2501,Representative,,,https://clerk.house.gov/images/members/B001324.jpg,,
MO,2,,R,,Ann,Wagner,,U.S. House of Representatives,2350 Rayburn House Office Building,Washington,DC,20515-2502,Representative,,,https://clerk.house.gov/images/members/W000812.jpg,,
MO,3,,R,,Robert F.,Onder,Jr.,U.S. House of Representatives,1113 Longworth House Office Building,Washington,DC,20515-2503,Representative,,,https://clerk.house.gov/images/members/O000177.jpg,,
MO,4,,R,,Mark,Alford,,U.S. House of Representatives,328 Cannon House Office Building,Washington,DC,20515-2504,Representative,,,https://clerk.house.gov/images/members/A000379.jpg,,
MO,5,,D,,Emanuel,Cleaver,,U.S. House of Representatives,2217 Rayburn House Office Building,Washington,DC,20515-2505,Representative,,,https://clerk.house.gov/images/members/C001061.jpg,,
MO,6,,R,,Sam,Graves,,U.S. House of Representatives,1135 Longworth House Office Building,Washington,DC,20515-2506,Representative,,,https://clerk.house.gov/images/members/G000546.jpg,,
MO,7,,R,,Eric,Burlison,,U.S. House of Representatives,1108 Longworth House Office Building,Washington,DC,20515-2507,Representative,,,https://clerk.house.gov/images/members/B001316.jpg,,
MO,8,,R,,Jason,Smith,,U.S. House of Representatives,1011 Longworth House Office Building,Washington,DC,20515-2508,Representative,,,https://clerk.house.gov/images/members/S001195.jpg,,
MP,,S,R,,Kimberlyn,King-Hinds,,U.S. House of Representatives,425 Cannon House Office Building,Washington,DC,20515-5201,Representative,,,https://clerk.house.gov/images/members/K000404.jpg,,
MS,1,,R,,Trent,Kelly,,U.S. House of Representatives,2243 Rayburn House Office Building,Washington,DC,20515-2401,Representative,,,https://clerk.house.gov/images/members/K000388.jpg,,
MS,2,,D,,Bennie G.,Thompson,,U.S. House of Representatives,2466 Rayburn House Office Building,Washington,DC,20515-2402,Representative,,,https://clerk.house.gov/images/members/T000193.jpg,,
MS,3,,R,,Michael,Guest,,U.S. House of Representatives,450 Cannon House Office Building,Washington,DC,20515-2403,Representative,,,https://clerk.house.gov/images/members/G000591.jpg,,
MS,4,,R,,Mike,Ezell,,U.S. House of Representatives,443 Cannon House Office Building,Washington,DC,20515-2404,Representative,,,https://clerk.house.gov/images/members/E000235.jpg,,
MT,1,,R,,Ryan K.,Zinke,,U.S. House of Representatives,512 Cannon House Office Building,Washington,DC,20515-2600,Representative,,,https://clerk.house.gov/images/members/Z000018.jpg,,
MT,2,,R,,Troy,Downing,,U.S. House of Representatives,1529 Longworth House Office Building,Washington,DC,20515-0001,Representative,,,https://clerk.house.gov/images/members/D000634.jpg,,
NC,1,,D,,Donald G.,Davis,,U.S. House of Representatives,1123 Longworth House Office Building,Washington,DC,20515-3301,Representative,,,https://clerk.house.gov/images/members/D000230.jpg,,
NC,2,,D,,Deborah K.,Ross,,U.S. House of Representatives,1221 Longworth House Office Building,Washington,DC,20515-3302,Representative,,,https://clerk.house.gov/images/members/R000305.jpg,,
NC,3,,R,,Gregory F.,Murphy,,U.S. House of Representatives,407 Cannon House Office Building,Washington,DC,20515-3303,Representative,,,https://clerk.house.gov/images/members/M001210.jpg,,
NC,4,,D,,Valerie P.,Foushee,,U.S. House of Representatives,2452 Rayburn House Office Building,Washington,DC,20515-3304,Representative,,,https://clerk.house.gov/images/members/F000477.jpg,,
NC,5,,R,,Virginia,Foxx,,U.S. House of Representatives,2462 Rayburn House Office Building,Washington,DC,20515-3305,Representative,,,https://clerk.house.gov/images/members/F000450.jpg,,
NC,6,,R,,Addison P.,McDowell,,U.S. House of Representatives,1032 Longworth House Office Building,Washington,DC,20515-3306,Representative,,,https://clerk.house.gov/images/members/M001240.jpg,,
NC,7,,R,,David,Rouzer,,U.S. House of Representatives,2333 Rayburn House Office Building,Washington,DC,20515-3307,Representative,,,https://clerk.house.gov/images/members/R000603.jpg,,
NC,8,,R,,Mark,Harris,,U.S. House of Representatives,126 Cannon House Office Building,Washington,DC,20515-3308,Representative,,,https://clerk.house.gov/images/members/H001102.jpg,,
NC,9,,R,,Richard,Hudson,,U.S. House of Representatives,2112 Rayburn House Office Building,Washington,DC,20515-3309,Representative,,,https://clerk.house.gov/images/members/H001067.jpg,,
NC,10,,R,,Pat,Harrigan,,U.S. House of Representatives,1233 Longworth House Office Building,Washington,DC,20515-3310,Representative,,,https://clerk.house.gov/images/members/H001101.jpg,,
NC,11,,R,,Chuck,Edwards,,U.S. House of Representatives,1505 Longworth House Office Building,Washington,DC,20515-3311,Representative,,,https://clerk.house.gov/images/members/E000246.jpg,,
NC,12,,D,,Alma S.,Adams,,U.S. House of Representatives,2436 Rayburn House Office Building,Washington,DC,20515-3312,Representative,,,https://clerk.house.gov/images/members/A000370.jpg,,
NC,13,,R,,Brad,Knott,,U.S. House of Representatives,1239 Longworth House Office Building,Washington,DC,20515-3313,Representative,,,https://clerk.house.gov/images/members/K000405.jpg,,
NC,14,,R,,Tim,Moore,,U.S. House of Representatives,1424 Longworth House Office Building,Washington,DC,20515-0001,Representative,,,https://clerk.house.gov/images/members/M001236.jpg,,
ND,,S,R,,Julie,Fedorchak,,U.S. House of Representatives,1607 Longworth House Office Building,Washington,DC,20515-3400,Representative,,,https://clerk.house.gov/images/members/F000482.jpg,,
NE,1,,R,,Mike,Flood,,U.S. House of Representatives,343 Cannon House Office Building,Washington,DC,20515-2701,Representative,,,https://clerk.house.gov/images/members/F000474.jpg,,
NE,2,,R,,Don,Bacon,,U.S. House of Representatives,2104 Rayburn House Office Building,Washington,DC,20515-2702,Representative,,,https://clerk.house.gov/images/members/B001298.jpg,,
NE,3,,R,,Adrian,Smith,,U.S. House of Representatives,502 Cannon House Office Building,Washington,DC,20515-2703,Representative,,,https://clerk.house.gov/images/members/S001172.jpg,,
NH,1,,D,,Chris,Pappas,,U.S. House of Representatives,452 Cannon House Office Building,Washington,DC,20515-2901,Representative,,,https://clerk.house.gov/images/members/P000614.jpg,,
NH,2,,D,,Maggie,Goodlander,,U.S. House of Representatives,223 Cannon House Office Building,Washington,DC,20515-2902,Representative,,,https://clerk.house.gov/images/members/G000604.jpg,,
NJ,1,,D,,Donald,Norcross,,U.S. House of Representatives,2427 Rayburn House Office Building,Washington,DC,20515-3001,Representative,,,https://clerk.house.gov/images/members/N000188.jpg,,
NJ,2,,R,,Jefferson,Van Drew,,U.S. House of Representatives,2447 Rayburn House Office Building,Washington,DC,20515-3002,Representative,,,https://clerk.house.gov/images/members/V000133.jpg,,
NJ,3,,D,,Herbert C.,Conaway,Jr.,U.S. House of Representatives,1022 Longworth House Office Building,Washington,DC,20515-3003,Representative,,,https://clerk.house.gov/images/members/C001136.jpg,,
NJ,4,,R,,Christopher H.,Smith,,U.S. House of Representatives,2373 Rayburn House Office Building,Washington,DC,20515-3004,Representative,,,https://clerk.house.gov/images/members/S000522.jpg,,
NJ,5,,D,,Josh,Gottheimer,,U.S. House of Representatives,106 Cannon House Office Building,Washington,DC,20515-3005,Representative,,,https://clerk.house.gov/images/members/G000583.jpg,,
NJ,6,,D,,Frank,Pallone,Jr.,U.S. House of Representatives,2107 Rayburn House Office Building,Washington,DC,20515-3006,Representative,,,https://clerk.house.gov/images/members/P000034.jpg,,
NJ,7,,R,,Thomas H.,Kean,Jr.,U.S. House of Representatives,251 Cannon House Office Building,Washington,DC,20515-3007,Representative,,,https://clerk.house.gov/images/members/K000398.jpg,,
NJ,8,,D,,Robert,Menendez,,U.S. House of Representatives,2453 Rayburn House Office Building,Washington,DC,20515-3008,Representative,,,https://clerk.house.gov/images/members/M001226.jpg,,
NJ,9,,D,,Nellie,Pou,,U.S. House of Representatives,1007 Longworth House Office Building,Washington,DC,20515-3009,Representative,,,https://clerk.house.gov/images/members/P000621.jpg,,
NJ,10,,D,,LaMonica,McIver,,U.S. House of Representatives,426 Cannon House Office Building,Washington,DC,20515-3010,Representative,,,https://clerk.house.gov/images/members/M001229.jpg,,
NJ,11,,D,,Mikie,Sherrill,,U.S. House of Representatives,1427 Longworth House Office Building,Washington,DC,20515-3011,Representative,,,https://clerk.house.gov/images/members/S001207.jpg,,
NJ,12,,D,,Bonnie,Watson Coleman,,U.S. House of Representatives,168 Cannon House Office Building,Washington,DC,20515-3012,Representative,,,https://clerk.house.gov/images/members/W000822.jpg,,
NM,1,,D,,Melanie A.,Stansbury,,U.S. House of Representatives,1421 Longworth House Office Building,Washington,DC,20515-3101,Representative,,,https://clerk.house.gov/images/members/S001218.jpg,,
NM,2,,D,,Gabe,Vasquez,,U.S. House of Representatives,322 Cannon House Office Building,Washington,DC,20515-3102,Representative,,,https://clerk.house.gov/images/members/V000136.jpg,,
NM,3,,D,,Teresa,Leger Fernandez,,U.S. House of Representatives,2417 Rayburn House Office Building,Washington,DC,20515-3103,Representative,,,https://clerk.house.gov/images/members/L000273.jpg,,
NV,1,,D,,Dina,Titus,,U.S. House of Representatives,2370 Rayburn House Office Building,Washington,DC,20515-2801,Representative,,,https://clerk.house.gov/images/members/T000468.jpg,,
NV,2,,R,,Mark E.,Amodei,,U.S. House of Representatives,104 Cannon House Office Building,Washington,DC,20515-2802,Representative,,,https://clerk.house.gov/images/members/A000369.jpg,,
NV,3,,D,,Susie,Lee,,U.S. House of Representatives,365 Cannon House Office Building,Washington,DC,20515-2803,Representative,,,https://clerk.house.gov/images/members/L000590.jpg,,
NV,4,,D,,Steven,Horsford,,U.S. House of Representatives,406 Cannon House Office Building,Washington,DC,20515-2804,Representative,,,https://clerk.house.gov/images/members/H001066.jpg,,
NY,1,,R,,Nick,LaLota,,U.S. House of Representatives,122 Cannon House Office Building,Washington,DC,20515-3201,Representative,,,https://clerk.house.gov/images/members/L000598.jpg,,
NY,2,,R,,Andrew R.,Garbarino,,U.S. House of Representatives,2344 Rayburn House Office Building,Washington,DC,20515-3202,Representative,,,https://clerk.house.gov/images/members/G000597.jpg,,
NY,3,,D,,Thomas R.,Suozzi,,U.S. House of Representatives,203 Cannon House Office Building,Washington,DC,20515-3203,Representative,,,https://clerk.house.gov/images/members/S001201.jpg,,
NY,4,,D,,Laura,Gillen,,U.S. House of Representatives,428 Cannon House Office Building,Washington,DC,20515-3204,Representative,,,https://clerk.house.gov/images/members/G000602.jpg,,
NY,5,,D,,Gregory W.,Meeks,,U.S. House of Representatives,2310 Rayburn House Office Building,Washington,DC,20515-3205,Representative,,,https://clerk.house.gov/images/members/M001137.jpg,,
NY,6,,D,,Grace,Meng,,U.S. House of Representatives,2468 Rayburn House Office Building,Washington,DC,20515-3206,Representative,,,https://clerk.house.gov/images/members/M001188.jpg,,
NY,7,,D,,Nydia M.,VelĂ¡zquez,,U.S. House of Representatives,2302 Rayburn House Office Building,Washington,DC,20515-3207,Representative,,,https://clerk.house.gov/images/members/V000081.jpg,,
NY,8,,D,,Hakeem S.,Jeffries,,U.S. House of Representatives,2267 Rayburn House Office Building,Washington,DC,20515-3208,Representative,,,https://clerk.house.gov/images/members/J000294.jpg,,
NY,9,,D,,Yvette D.,Clarke,,U.S. House of Representatives,2058 Rayburn House Office Building,Washington,DC,20515-3209,Representative,,,https://clerk.house.gov/images/members/C001067.jpg,,
NY,10,,D,,Daniel S.,Goldman,,U.S. House of Representatives,245 Cannon House Office Building,Washington,DC,20515-3210,Representative,,,https://clerk.house.gov/images/members/G000599.jpg,,
NY,11,,R,,Nicole,Malliotakis,,U.S. House of Representatives,1124 Longworth House Office Building,Washington,DC,20515-3211,Representative,,,https://clerk.house.gov/images/members/M000317.jpg,,
NY,12,,D,,Jerrold,Nadler,,U.S. House of Representatives,2132 Rayburn House Office Building,Washington,DC,20515-3212,Representative,,,https://clerk.house.gov/images/members/N000002.jpg,,
NY,13,,D,,Adriano,Espaillat,,U.S. House of Representatives,2332 Rayburn House Office Building,Washington,DC,20515-3213,Representative,,,https://clerk.house.gov/images/members/E000297.jpg,,
NY,14,,D,,Alexandria,Ocasio-Cortez,,U.S. House of Representatives,250 Cannon House Office Building,Washington,DC,20515-3214,Representative,,,https://clerk.house.gov/images/members/O000172.jpg,,
NY,15,,D,,Ritchie,Torres,,U.S. House of Representatives,1414 Longworth House Office Building,Washington,DC,20515-3215,Representative,,,https://clerk.house.gov/images/members/T000486.jpg,,
NY,16,,D,,George,Latimer,,U.S. House of Representatives,1507 Longworth House Office Building,Washington,DC,20515-3216,Representative,,,https://clerk.house.gov/images/members/L000606.jpg,,
NY,17,,R,,Michael,Lawler,,U.S. House of Representatives,324 Cannon House Office Building,Washington,DC,20515-3217,Representative,,,https://clerk.house.gov/images/members/L000599.jpg,,
NY,18,,D,,Patrick,Ryan,,U.S. House of Representatives,1708 Longworth House Office Building,Washington,DC,20515-3218,Representative,,,https://clerk.house.gov/images/members/R000579.jpg,,
NY,19,,D,,Josh,Riley,,U.S. House of Representatives,128 Cannon House Office Building,Washington,DC,20515-3219,Representative,,,https://clerk.house.gov/images/members/R000622.jpg,,
NY,20,,D,,Paul,Tonko,,U.S. House of Representatives,2269 Rayburn House Office Building,Washington,DC,20515-3220,Representative,,,https://clerk.house.gov/images/members/T000469.jpg,,
NY,21,,R,,Elise M.,Stefanik,,U.S. House of Representatives,2211 Rayburn House Office Building,Washington,DC,20515-3221,Representative,,,https://clerk.house.gov/images/members/S001196.jpg,,
NY,22,,D,,John W.,Mannion,,U.S. House of Representatives,1516 Longworth House Office Building,Washington,DC,20515-3222,Representative,,,https://clerk.house.gov/images/members/M001231.jpg,,
NY,23,,R,,Nicholas A.,Langworthy,,U.S. House of Representatives,422 Cannon House Office Building,Washington,DC,20515-3223,Representative,,,https://clerk.house.gov/images/members/L000600.jpg,,
NY,24,,R,,Claudia,Tenney,,U.S. House of Representatives,2230 Rayburn House Office Building,Washington,DC,20515-3224,Representative,,,https://clerk.house.gov/images/members/T000478.jpg,,
NY,25,,D,,Joseph D.,Morelle,,U.S. House of Representatives,570 Cannon House Office Building,Washington,DC,20515-3225,Representative,,,https://clerk.house.gov/images/members/M001206.jpg,,
NY,26,,D,,Timothy M.,Kennedy,,U.S. House of Representatives,423 Cannon House Office Building,Washington,DC,20515-3226,Representative,,,https://clerk.house.gov/images/members/K000402.jpg,,
OH,1,,D,,Greg,Landsman,,U.S. House of Representatives,2244 Rayburn House Office Building,Washington,DC,20515-3501,Representative,,,https://clerk.house.gov/images/members/L000601.jpg,,
OH,2,,R,,David J.,Taylor,,U.S. House of Representatives,325 Cannon House Office Building,Washington,DC,20515-3502,Representative,,,https://clerk.house.gov/images/members/T000490.jpg,,
OH,3,,D,,Joyce,Beatty,,U.S. House of Representatives,2079 Rayburn House Office Building,Washington,DC,20515-3503,Representative,,,https://clerk.house.gov/images/members/B001281.jpg,,
OH,4,,R,,Jim,Jordan,,U.S. House of Representatives,2056 Rayburn House Office Building,Washington,DC,20515-3504,Representative,,,https://clerk.house.gov/images/members/J000289.jpg,,
OH,5,,R,,Robert E.,Latta,,U.S. House of Representatives,2470 Rayburn House Office Building,Washington,DC,20515-3505,Representative,,,https://clerk.house.gov/images/members/L000566.jpg,,
OH,6,,R,,Michael A.,Rulli,,U.S. House of Representatives,421 Cannon House Office Building,Washington,DC,20515-3506,Representative,,,https://clerk.house.gov/images/members/R000619.jpg,,
OH,7,,R,,Max L.,Miller,,U.S. House of Representatives,143 Cannon House Office Building,Washington,DC,20515-3507,Representative,,,https://clerk.house.gov/images/members/M001222.jpg,,
OH,8,,R,,Warren,Davidson,,U.S. House of Representatives,2113 Rayburn House Office Building,Washington,DC,20515-3508,Representative,,,https://clerk.house.gov/images/members/D000626.jpg,,
OH,9,,D,,Marcy,Kaptur,,U.S. House of Representatives,2314 Rayburn House Office Building,Washington,DC,20515-3509,Representative,,,https://clerk.house.gov/images/members/K000009.jpg,,
OH,10,,R,,Michael R.,Turner,,U.S. House of Representatives,2183 Rayburn House Office Building,Washington,DC,20515-3510,Representative,,,https://clerk.house.gov/images/members/T000463.jpg,,
OH,11,,D,,Shontel M.,Brown,,U.S. House of Representatives,2455 Rayburn House Office Building,Washington,DC,20515-3511,Representative,,,https://clerk.house.gov/images/members/B001313.jpg,,
OH,12,,R,,Troy,Balderson,,U.S. House of Representatives,2429 Rayburn House Office Building,Washington,DC,20515-3512,Representative,,,https://clerk.house.gov/images/members/B001306.jpg,,
OH,13,,D,,Emilia Strong,Sykes,,U.S. House of Representatives,1217 Longworth House Office Building,Washington,DC,20515-3513,Representative,,,https://clerk.house.gov/images/members/S001223.jpg,,
OH,14,,R,,David P.,Joyce,,U.S. House of Representatives,2065 Rayburn House Office Building,Washington,DC,20515-3514,Representative,,,https://clerk.house.gov/images/members/J000295.jpg,,
OH,15,,R,,Mike,Carey,,U.S. House of Representatives,1433 Longworth House Office Building,Washington,DC,20515-3515,Representative,,,https://clerk.house.gov/images/members/C001126.jpg,,
OK,1,,R,,Kevin,Hern,,U.S. House of Representatives,171 Cannon House Office Building,Washington,DC,20515-3601,Representative,,,https://clerk.house.gov/images/members/H001082.jpg,,
OK,2,,R,,Josh,Brecheen,,U.S. House of Representatives,351 Cannon House Office Building,Washington,DC,20515-3602,Representative,,,https://clerk.house.gov/images/members/B001317.jpg,,
OK,3,,R,,Frank D.,Lucas,,U.S. House of Representatives,2405 Rayburn House Office Building,Washington,DC,20515-3603,Representative,,,https://clerk.house.gov/images/members/L000491.jpg,,
OK,4,,R,,Tom,Cole,,U.S. House of Representatives,2207 Rayburn House Office Building,Washington,DC,20515-3604,Representative,,,https://clerk.house.gov/images/members/C001053.jpg,,
OK,5,,R,,Stephanie I.,Bice,,U.S. House of Representatives,2402 Rayburn House Office Building,Washington,DC,20515-3605,Representative,,,https://clerk.house.gov/images/members/B000740.jpg,,
OR,1,,D,,Suzanne,Bonamici,,U.S. House of Representatives,2231 Rayburn House Office Building,Washington,DC,20515-3701,Representative,,,https://clerk.house.gov/images/members/B001278.jpg,,
OR,2,,R,,Cliff,Bentz,,U.S. House of Representatives,409 Cannon House Office Building,Washington,DC,20515-3702,Representative,,,https://clerk.house.gov/images/members/B000668.jpg,,
OR,3,,D,,Maxine,Dexter,,U.S. House of Representatives,1207 Longworth House Office Building,Washington,DC,20515-3703,Representative,,,https://clerk.house.gov/images/members/D000635.jpg,,
OR,4,,D,,Val T.,Hoyle,,U.S. House of Representatives,1620 Longworth House Office Building,Washington,DC,20515-3704,Representative,,,https://clerk.house.gov/images/members/H001094.jpg,,
OR,5,,D,,Janelle S.,Bynum,,U.S. House of Representatives,1508 Longworth House Office Building,Washington,DC,20515-3705,Representative,,,https://clerk.house.gov/images/members/B001326.jpg,,
OR,6,,D,,Andrea,Salinas,,U.S. House of Representatives,403 Cannon House Office Building,Washington,DC,20515-0001,Representative,,,https://clerk.house.gov/images/members/S001226.jpg,,
PA,1,,R,,Brian K.,Fitzpatrick,,U.S. House of Representatives,271 Cannon House Office Building,Washington,DC,20515-3801,Representative,,,https://clerk.house.gov/images/members/F000466.jpg,,
PA,2,,D,,Brendan F.,Boyle,,U.S. House of Representatives,1502 Longworth House Office Building,Washington,DC,20515-3802,Representative,,,https://clerk.house.gov/images/members/B001296.jpg,,
PA,3,,D,,Dwight,Evans,,U.S. House of Representatives,1105 Longworth House Office Building,Washington,DC,20515-3803,Representative,,,https://clerk.house.gov/images/members/E000296.jpg,,
PA,4,,D,,Madeleine,Dean,,U.S. House of Representatives,150 Cannon House Office Building,Washington,DC,20515-3804,Representative,,,https://clerk.house.gov/images/members/D000631.jpg,,
PA,5,,D,,Mary Gay,Scanlon,,U.S. House of Representatives,1214 Longworth House Office Building,Washington,DC,20515-3805,Representative,,,https://clerk.house.gov/images/members/S001205.jpg,,
PA,6,,D,,Chrissy,Houlahan,,U.S. House of Representatives,1727 Longworth House Office Building,Washington,DC,20515-3806,Representative,,,https://clerk.house.gov/images/members/H001085.jpg,,
PA,7,,R,,Ryan,Mackenzie,,U.S. House of Representatives,121 Cannon House Office Building,Washington,DC,20515-3807,Representative,,,https://clerk.house.gov/images/members/M001230.jpg,,
PA,8,,R,,Robert P.,Bresnahan,Jr.,U.S. House of Representatives,1133 Longworth House Office Building,Washington,DC,20515-3808,Representative,,,https://clerk.house.gov/images/members/B001327.jpg,,
PA,9,,R,,Daniel,Meuser,,U.S. House of Representatives,350 Cannon House Office Building,Washington,DC,20515-3809,Representative,,,https://clerk.house.gov/images/members/M001204.jpg,,
PA,10,,R,,Scott,Perry,,U.S. House of Representatives,2160 Rayburn House Office Building,Washington,DC,20515-3810,Representative,,,https://clerk.house.gov/images/members/P000605.jpg,,
PA,11,,R,,Lloyd,Smucker,,U.S. House of Representatives,302 Cannon House Office Building,Washington,DC,20515-3811,Representative,,,https://clerk.house.gov/images/members/S001199.jpg,,
PA,12,,D,,Summer L.,Lee,,U.S. House of Representatives,2437 Rayburn House Office Building,Washington,DC,20515-3812,Representative,,,https://clerk.house.gov/images/members/L000602.jpg,,
PA,13,,R,,John,Joyce,,U.S. House of Representatives,2102 Rayburn House Office Building,Washington,DC,20515-3813,Representative,,,https://clerk.house.gov/images/members/J000302.jpg,,
PA,14,,R,,Guy,Reschenthaler,,U.S. House of Representatives,2209 Rayburn House Office Building,Washington,DC,20515-3814,Representative,,,https://clerk.house.gov/images/members/R000610.jpg,,
PA,15,,R,,Glenn,Thompson,,U.S. House of Representatives,400 Cannon House Office Building,Washington,DC,20515-3815,Representative,,,https://clerk.house.gov/images/members/T000467.jpg,,
PA,16,,R,,Mike,Kelly,,U.S. House of Representatives,1707 Longworth House Office Building,Washington,DC,20515-3816,Representative,,,https://clerk.house.gov/images/members/K000376.jpg,,
PA,17,,D,,Christopher R.,Deluzio,,U.S. House of Representatives,1222 Longworth House Office Building,Washington,DC,20515-3817,Representative,,,https://clerk.house.gov/images/members/D000530.jpg,,
PR,,S,D,,Pablo Jose,Hernandez,,U.S. House of Representatives,1419 Longworth House Office Building,Washington,DC,20515-5401,Representative,,,https://clerk.house.gov/images/members/H001103.jpg,,
RI,1,,D,,Gabe,Amo,,U.S. House of Representatives,1119 Longworth House Office Building,Washington,DC,20515-3901,Representative,,,https://clerk.house.gov/images/members/A000380.jpg,,
RI,2,,D,,Seth,Magaziner,,U.S. House of Representatives,252 Cannon House Office Building,Washington,DC,20515-3902,Representative,,,https://clerk.house.gov/images/members/M001223.jpg,,
SC,1,,R,,Nancy,Mace,,U.S. House of Representatives,1728 Longworth House Office Building,Washington,DC,20515-4001,Representative,,,https://clerk.house.gov/images/members/M000194.jpg,,
SC,2,,R,,Joe,Wilson,,U.S. House of Representatives,1436 Longworth House Office Building,Washington,DC,20515-4002,Representative,,,https://clerk.house.gov/images/members/W000795.jpg,,
SC,3,,R,,Sheri,Biggs,,U.S. House of Representatives,1530 Longworth House Office Building,Washington,DC,20515-4003,Representative,,,https://clerk.house.gov/images/members/B001325.jpg,,
SC,4,,R,,William R.,Timmons,IV,U.S. House of Representatives,267 Cannon House Office Building,Washington,DC,20515-4004,Representative,,,https://clerk.house.gov/images/members/T000480.jpg,,
SC,5,,R,,Ralph,Norman,,U.S. House of Representatives,569 Cannon House Office Building,Washington,DC,20515-4005,Representative,,,https://clerk.house.gov/images/members/N000190.jpg,,
SC,6,,D,,James E.,Clyburn,,U.S. House of Representatives,274 Cannon House Office Building,Washington,DC,20515-4006,Representative,,,https://clerk.house.gov/images/members/C000537.jpg,,
SC,7,,R,,Russell,Fry,,U.S. House of Representatives,345 Cannon House Office Building,Washington,DC,20515-4007,Representative,,,https://clerk.house.gov/images/members/F000478.jpg,,
SD,,S,R,,Dusty,Johnson,,U.S. House of Representatives,1714 Longworth House Office Building,Washington,DC,20515-4100,Representative,,,https://clerk.house.gov/images/members/J000301.jpg,,
TN,1,,R,,Diana,Harshbarger,,U.S. House of Representatives,167 Cannon House Office Building,Washington,DC,20515-4201,Representative,,,https://clerk.house.gov/images/members/H001086.jpg,,
