ï»¿state,rep_district,senate_district,party,prefix,first_name,last_name,suffix,address1,address2,city,address_state,zip,title,leader_title,gender,photo_url,,https://www.senate.gov/general/contact_information/senators_cfm.xml
TN,2,,R,,Tim,Burchett,,U.S. House of Representatives,1122 Longworth House Office Building,Washington,DC,20515-4202,Representative,,,https://clerk.house.gov/images/members/B001309.jpg,,
TN,3,,R,,Charles J.,Fleischmann,,U.S. House of Representatives,2187 Rayburn House Office Building,Washington,DC,20515-4203,Representative,,,https://clerk.house.gov/images/members/F000459.jpg,,
TN,4,,R,,Scott,DesJarlais,,U.S. House of Representatives,2304 Rayburn House Office Building,Washington,DC,20515-4204,Representative,,,https://clerk.house.gov/images/members/D000616.jpg,,
TN,5,,R,,Andrew,Ogles,,U.S. House of Representatives,151 Cannon House Office Building,Washington,DC,20515-4205,Representative,,,https://clerk.house.gov/images/members/O000175.jpg,,
TN,6,,R,,John W.,Rose,,U.S. House of Representatives,2238 Rayburn House Office Building,Washington,DC,20515-4206,Representative,,,https://clerk.house.gov/images/members/R000612.jpg,,
TN,7,,R,,Mark E.,Green,,U.S. House of Representatives,2446 Rayburn House Office Building,Washington,DC,20515-4207,Representative,,,https://clerk.house.gov/images/members/G000590.jpg,,
TN,8,,R,,David,Kustoff,,U.S. House of Representatives,560 Cannon House Office Building,Washington,DC,20515-4208,Representative,,,https://clerk.house.gov/images/members/K000392.jpg,,
TN,9,,D,,Steve,Cohen,,U.S. House of Representatives,2268 Rayburn House Office Building,Washington,DC,20515-4209,Representative,,,https://clerk.house.gov/images/members/C001068.jpg,,
TX,1,,R,,Nathaniel,Moran,,U.S. House of Representatives,1605 Longworth House Office Building,Washington,DC,20515-4301,Representative,,,https://clerk.house.gov/images/members/M001224.jpg,,
TX,2,,R,,Dan,Crenshaw,,U.S. House of Representatives,248 Cannon House Office Building,Washington,DC,20515-4302,Representative,,,https://clerk.house.gov/images/members/C001120.jpg,,
TX,3,,R,,Keith,Self,,U.S. House of Representatives,1030 Longworth House Office Building,Washington,DC,20515-4303,Representative,,,https://clerk.house.gov/images/members/S001224.jpg,,
TX,4,,R,,Pat,Fallon,,U.S. House of Representatives,2416 Rayburn House Office Building,Washington,DC,20515-4304,Representative,,,https://clerk.house.gov/images/members/F000246.jpg,,
TX,5,,R,,Lance,Gooden,,U.S. House of Representatives,2431 Rayburn House Office Building,Washington,DC,20515-4305,Representative,,,https://clerk.house.gov/images/members/G000589.jpg,,
TX,6,,R,,Jake,Ellzey,,U.S. House of Representatives,1721 Longworth House Office Building,Washington,DC,20515-4306,Representative,,,https://clerk.house.gov/images/members/E000071.jpg,,
TX,7,,D,,Lizzie,Fletcher,,U.S. House of Representatives,2004 Rayburn House Office Building,Washington,DC,20515-4307,Representative,,,https://clerk.house.gov/images/members/F000468.jpg,,
TX,8,,R,,Morgan,Luttrell,,U.S. House of Representatives,444 Cannon House Office Building,Washington,DC,20515-4308,Representative,,,https://clerk.house.gov/images/members/L000603.jpg,,
TX,9,,D,,Al,Green,,U.S. House of Representatives,2347 Rayburn House Office Building,Washington,DC,20515-4309,Representative,,,https://clerk.house.gov/images/members/G000553.jpg,,
TX,10,,R,,Michael T.,McCaul,,U.S. House of Representatives,2300 Rayburn House Office Building,Washington,DC,20515-4310,Representative,,,https://clerk.house.gov/images/members/M001157.jpg,,
TX,11,,R,,August,Pfluger,,U.S. House of Representatives,2202 Rayburn House Office Building,Washington,DC,20515-4311,Representative,,,https://clerk.house.gov/images/members/P000048.jpg,,
TX,12,,R,,Craig A.,Goldman,,U.S. House of Representatives,1716 Longworth House Office Building,Washington,DC,20515-4312,Representative,,,https://clerk.house.gov/images/members/G000601.jpg,,
TX,13,,R,,Ronny,Jackson,,U.S. House of Representatives,125 Cannon House Office Building,Washington,DC,20515-4313,Representative,,,https://clerk.house.gov/images/members/J000304.jpg,,
TX,14,,R,,Randy K.,Weber,Sr.,U.S. House of Representatives,107 Cannon House Office Building,Washington,DC,20515-4314,Representative,,,https://clerk.house.gov/images/members/W000814.jpg,,
TX,15,,R,,Monica,De La Cruz,,U.S. House of Representatives,1415 Longworth House Office Building,Washington,DC,20515-4315,Representative,,,https://clerk.house.gov/images/members/D000594.jpg,,
TX,16,,D,,Veronica,Escobar,,U.S. House of Representatives,2448 Rayburn House Office Building,Washington,DC,20515-4316,Representative,,,https://clerk.house.gov/images/members/E000299.jpg,,
TX,17,,R,,Pete,Sessions,,U.S. House of Representatives,2204 Rayburn House Office Building,Washington,DC,20515-4317,Representative,,,https://clerk.house.gov/images/members/S000250.jpg,,
TX,18,,D,,Sylvester,Turner,,U.S. House of Representatives,1318 Longworth House Office Building,Washington,DC,20515-4318,Representative,,,https://clerk.house.gov/images/members/T000489.jpg,,
TX,19,,R,,Jodey C.,Arrington,,U.S. House of Representatives,1111 Longworth House Office Building,Washington,DC,20515-4319,Representative,,,https://clerk.house.gov/images/members/A000375.jpg,,
TX,20,,D,,Joaquin,Castro,,U.S. House of Representatives,2241 Rayburn House Office Building,Washington,DC,20515-4320,Representative,,,https://clerk.house.gov/images/members/C001091.jpg,,
TX,21,,R,,Chip,Roy,,U.S. House of Representatives,103 Cannon House Office Building,Washington,DC,20515-4321,Representative,,,https://clerk.house.gov/images/members/R000614.jpg,,
TX,22,,R,,Troy E.,Nehls,,U.S. House of Representatives,1104 Longworth House Office Building,Washington,DC,20515-4322,Representative,,,https://clerk.house.gov/images/members/N000026.jpg,,
TX,23,,R,,Tony,Gonzales,,U.S. House of Representatives,2239 Rayburn House Office Building,Washington,DC,20515-4323,Representative,,,https://clerk.house.gov/images/members/G000594.jpg,,
TX,24,,R,,Beth,Van Duyne,,U.S. House of Representatives,1725 Longworth House Office Building,Washington,DC,20515-4324,Representative,,,https://clerk.house.gov/images/members/V000134.jpg,,
TX,25,,R,,Roger,Williams,,U.S. House of Representatives,2336 Rayburn House Office Building,Washington,DC,20515-4325,Representative,,,https://clerk.house.gov/images/members/W000816.jpg,,
TX,26,,R,,Brandon,Gill,,U.S. House of Representatives,1305 Longworth House Office Building,Washington,DC,20515-4326,Representative,,,https://clerk.house.gov/images/members/G000603.jpg,,
TX,27,,R,,Michael,Cloud,,U.S. House of Representatives,304 Cannon House Office Building,Washington,DC,20515-4327,Representative,,,https://clerk.house.gov/images/members/C001115.jpg,,
TX,28,,D,,Henry,Cuellar,,U.S. House of Representatives,2308 Rayburn House Office Building,Washington,DC,20515-4328,Representative,,,https://clerk.house.gov/images/members/C001063.jpg,,
TX,29,,D,,Sylvia R.,Garcia,,U.S. House of Representatives,2419 Rayburn House Office Building,Washington,DC,20515-4329,Representative,,,https://clerk.house.gov/images/members/G000587.jpg,,
TX,30,,D,,Jasmine,Crockett,,U.S. House of Representatives,1616 Longworth House Office Building,Washington,DC,20515-4330,Representative,,,https://clerk.house.gov/images/members/C001130.jpg,,
TX,31,,R,,John R.,Carter,,U.S. House of Representatives,2208 Rayburn House Office Building,Washington,DC,20515-4331,Representative,,,https://clerk.house.gov/images/members/C001051.jpg,,
TX,32,,D,,Julie,Johnson,,U.S. House of Representatives,221 Cannon House Office Building,Washington,DC,20515-4332,Representative,,,https://clerk.house.gov/images/members/J000310.jpg,,
TX,33,,D,,Marc A.,Veasey,,U.S. House of Representatives,2186 Rayburn House Office Building,Washington,DC,20515-4333,Representative,,,https://clerk.house.gov/images/members/V000131.jpg,,
TX,34,,D,,Vicente,Gonzalez,,U.S. House of Representatives,1201 Longworth House Office Building,Washington,DC,20515-4334,Representative,,,https://clerk.house.gov/images/members/G000581.jpg,,
TX,35,,D,,Greg,Casar,,U.S. House of Representatives,446 Cannon House Office Building,Washington,DC,20515-4335,Representative,,,https://clerk.house.gov/images/members/C001131.jpg,,
TX,36,,R,,Brian,Babin,,U.S. House of Representatives,2236 Rayburn House Office Building,Washington,DC,20515-4336,Representative,,,https://clerk.house.gov/images/members/B001291.jpg,,
TX,37,,D,,Lloyd,Doggett,,U.S. House of Representatives,2307 Rayburn House Office Building,Washington,DC,20515-0001,Representative,,,https://clerk.house.gov/images/members/D000399.jpg,,
TX,38,,R,,Wesley,Hunt,,U.S. House of Representatives,1520 Longworth House Office Building,Washington,DC,20515-0001,Representative,,,https://clerk.house.gov/images/members/H001095.jpg,,
UT,1,,R,,Blake D.,Moore,,U.S. House of Representatives,1131 Longworth House Office Building,Washington,DC,20515-4401,Representative,,,https://clerk.house.gov/images/members/M001213.jpg,,
UT,2,,R,,Celeste,Maloy,,U.S. House of Representatives,249 Cannon House Office Building,Washington,DC,20515-4402,Representative,,,https://clerk.house.gov/images/members/M001228.jpg,,
UT,3,,R,,Mike,Kennedy,,U.S. House of Representatives,1626 Longworth House Office Building,Washington,DC,20515-4403,Representative,,,https://clerk.house.gov/images/members/K000403.jpg,,
UT,4,,R,,Burgess,Owens,,U.S. House of Representatives,309 Cannon House Office Building,Washington,DC,20515-4404,Representative,,,https://clerk.house.gov/images/members/O000086.jpg,,
VA,1,,R,,Robert J.,Wittman,,U.S. House of Representatives,2055 Rayburn House Office Building,Washington,DC,20515-4601,Representative,,,https://clerk.house.gov/images/members/W000804.jpg,,
VA,2,,R,,Jennifer A.,Kiggans,,U.S. House of Representatives,152 Cannon House Office Building,Washington,DC,20515-4602,Representative,,,https://clerk.house.gov/images/members/K000399.jpg,,
VA,3,,D,,Robert C.,Scott,,U.S. House of Representatives,2328 Rayburn House Office Building,Washington,DC,20515-4603,Representative,,,https://clerk.house.gov/images/members/S000185.jpg,,
VA,4,,D,,Jennifer L.,McClellan,,U.S. House of Representatives,1628 Longworth House Office Building,Washington,DC,20515-4604,Representative,,,https://clerk.house.gov/images/members/M001227.jpg,,
VA,5,,R,,John J.,McGuire,III,U.S. House of Representatives,1013 Longworth House Office Building,Washington,DC,20515-4605,Representative,,,https://clerk.house.gov/images/members/M001239.jpg,,
VA,6,,R,,Ben,Cline,,U.S. House of Representatives,2443 Rayburn House Office Building,Washington,DC,20515-4606,Representative,,,https://clerk.house.gov/images/members/C001118.jpg,,
VA,7,,D,,Eugene Simon,Vindman,,U.S. House of Representatives,1005 Longworth House Office Building,Washington,DC,20515-4607,Representative,,,https://clerk.house.gov/images/members/V000138.jpg,,
VA,8,,D,,Donald S.,Beyer,Jr.,U.S. House of Representatives,1226 Longworth House Office Building,Washington,DC,20515-4608,Representative,,,https://clerk.house.gov/images/members/B001292.jpg,,
VA,9,,R,,H. Morgan,Griffith,,U.S. House of Representatives,2110 Rayburn House Office Building,Washington,DC,20515-4609,Representative,,,https://clerk.house.gov/images/members/G000568.jpg,,
VA,10,,D,,Suhas,Subramanyam,,U.S. House of Representatives,1009 Longworth House Office Building,Washington,DC,20515-4610,Representative,,,https://clerk.house.gov/images/members/S001230.jpg,,
VA,11,,D,,Gerald E.,Connolly,,U.S. House of Representatives,2265 Rayburn House Office Building,Washington,DC,20515-4611,Representative,,,https://clerk.house.gov/images/members/C001078.jpg,,
VI,,S,D,,Stacey E.,Plaskett,,U.S. House of Representatives,2059 Rayburn House Office Building,Washington,DC,20515-5500,Representative,,,https://clerk.house.gov/images/members/P000610.jpg,,
VT,,S,D,,Becca,Balint,,U.S. House of Representatives,1510 Longworth House Office Building,Washington,DC,20515-4500,Representative,,,https://clerk.house.gov/images/members/B001318.jpg,,
WA,1,,D,,Suzan K.,DelBene,,U.S. House of Representatives,2311 Rayburn House Office Building,Washington,DC,20515-4701,Representative,,,https://clerk.house.gov/images/members/D000617.jpg,,
WA,2,,D,,Rick,Larsen,,U.S. House of Representatives,2163 Rayburn House Office Building,Washington,DC,20515-4702,Representative,,,https://clerk.house.gov/images/members/L000560.jpg,,
WA,3,,D,,Marie Gluesenkamp,Perez,,U.S. House of Representatives,1431 Longworth House Office Building,Washington,DC,20515-4703,Representative,,,https://clerk.house.gov/images/members/G000600.jpg,,
WA,4,,R,,Dan,Newhouse,,U.S. House of Representatives,460 Cannon House Office Building,Washington,DC,20515-4704,Representative,,,https://clerk.house.gov/images/members/N000189.jpg,,
WA,5,,R,,Michael,Baumgartner,,U.S. House of Representatives,124 Cannon House Office Building,Washington,DC,20515-4705,Representative,,,https://clerk.house.gov/images/members/B001322.jpg,,
WA,6,,D,,Emily,Randall,,U.S. House of Representatives,1531 Longworth House Office Building,Washington,DC,20515-4706,Representative,,,https://clerk.house.gov/images/members/R000621.jpg,,
WA,7,,D,,Pramila,Jayapal,,U.S. House of Representatives,2346 Rayburn House Office Building,Washington,DC,20515-4707,Representative,,,https://clerk.house.gov/images/members/J000298.jpg,,
WA,8,,D,,Kim,Schrier,,U.S. House of Representatives,1110 Longworth House Office Building,Washington,DC,20515-4708,Representative,,,https://clerk.house.gov/images/members/S001216.jpg,,
WA,9,,D,,Adam,Smith,,U.S. House of Representatives,2264 Rayburn House Office Building,Washington,DC,20515-4709,Representative,,,https://clerk.house.gov/images/members/S000510.jpg,,
WA,10,,D,,Marilyn,Strickland,,U.S. House of Representatives,1724 Longworth House Office Building,Washington,DC,20515-4710,Representative,,,https://clerk.house.gov/images/members/S001159.jpg,,
WI,1,,R,,Bryan,Steil,,U.S. House of Representatives,1526 Longworth House Office Building,Washington,DC,20515-4901,Representative,,,https://clerk.house.gov/images/members/S001213.jpg,,
WI,2,,D,,Mark,Pocan,,U.S. House of Representatives,1026 Longworth House Office Building,Washington,DC,20515-4902,Representative,,,https://clerk.house.gov/images/members/P000607.jpg,,
WI,3,,R,,Derrick,Van Orden,,U.S. House of Representatives,1513 Longworth House Office Building,Washington,DC,20515-4903,Representative,,,https://clerk.house.gov/images/members/V000135.jpg,,
WI,4,,D,,Gwen,Moore,,U.S. House of Representatives,2252 Rayburn House Office Building,Washington,DC,20515-4904,Representative,,,https://clerk.house.gov/images/members/M001160.jpg,,
WI,5,,R,,Scott,Fitzgerald,,U.S. House of Representatives,2444 Rayburn House Office Building,Washington,DC,20515-4905,Representative,,,https://clerk.house.gov/images/members/F000471.jpg,,
WI,6,,R,,Glenn,Grothman,,U.S. House of Representatives,1211 Longworth House Office Building,Washington,DC,20515-4906,Representative,,,https://clerk.house.gov/images/members/G000576.jpg,,
WI,7,,R,,Thomas P.,Tiffany,,U.S. House of Representatives,451 Cannon House Office Building,Washington,DC,20515-4907,Representative,,,https://clerk.house.gov/images/members/T000165.jpg,,
WI,8,,R,,Tony,Wied,,U.S. House of Representatives,424 Cannon House Office Building,Washington,DC,20515-4908,Representative,,,https://clerk.house.gov/images/members/W000829.jpg,,
WV,1,,R,,Carol D.,Miller,,U.S. House of Representatives,465 Cannon House Office Building,Washington,DC,20515-4801,Representative,,,https://clerk.house.gov/images/members/M001205.jpg,,
WV,2,,R,,Riley M.,Moore,,U.S. House of Representatives,1337 Longworth House Office Building,Washington,DC,20515-4802,Representative,,,https://clerk.house.gov/images/members/M001235.jpg,,
WY,,S,R,,Harriet M.,Hageman,,U.S. House of Representatives,1227 Longworth House Office Building,Washington,DC,20515-5000,Representative,,,https://clerk.house.gov/images/members/H001096.jpg,,
ZZ,,,,Mr.,Charlie,Baker,,National Collegiate Athletic Association,P.O. Box 6222,Indinapolis,IN,46206-6222,President,,M,https://www.ncaa.org/images/2023/3/1/Headshot-Charlie_Baker.jpg,,
ZZ,,,,Dr.,Linda,Livingston,,Baylor University - Office of the President,One Bear Place # 97096,Waco,TX,76798-7096,President and Chair NCAA Board,,F,https://www.ncaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2022/8/1/BOG_Livingstone.jpg,,
ZZ,,,,Ms.,Mary-Beth,Cooper,"PhD, DM",Springfield College - Office of the President,263 Alden Street,Springfield,MA,01109,President and NCAA Board,,F,https://www.ncaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2022/8/1/BOG_Cooper.jpg,,
ZZ,,,,Ms.,Beth,DeBauche,JD,Ohio Valley Conference,215 Centerview Drive #115,Brentwood,TN,37024,Commissioner and NCAA Board,,F,https://www.ncaa.org/common/controls/image_handler.aspx?thumb_id=0&image_path=/images/2022/8/3/BOG_DeBauche.jpg,,
ZZ,,,,Ms.,Allison,Feaster,,The Boston Celtics,"226 Causeway Street, 4th Floor",Boston,MA,02114,Vice President and NCAA Board,,F,https://www.ncaa.org/images/2023/9/6/Feaster_AllisonHeadshot.jpg,,
ZZ,,,,Dr.,Colleen,Perry Keith,,Goldey-Beacom College - Office of the President,4701 Limestone Road,Wilmington,DE,19808,President and NCAA Board,,F,https://www.ncaa.org/images/2024/1/17/Keith_ColleenPerryheadshot.jpg,,
