ï»¿State,Â Rep District,Senate District,Party,Prefix,First Name,Last Name,Suffix,Office Street Address,Office Street Address 2,City,State,Zip,Title,Photo URL
SC,23,,D,Ms.,Chandra E.,Dillard,,414B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0479545397.jpg
SC,24,,R,Mr.,Bruce W.,Bannister,,312B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0103409079.jpg
SC,25,,D,Ms.,Leola C.,Robinson,,330B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1567045267.jpg
SC,26,,R,Ms.,R. Raye ,Felder,,402C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0570454477.jpg
SC,27,,R,Mr.,Garry R.,Smith,,534 Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1703977069.jpg
SC,28,,R,Ms.,Ashley B.,Trantham,,522A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1841477052.jpg
SC,29,,R,Mr.,Dennis C.,Moss,,503B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1379545289.jpg
SC,30,,R,Mr.,V. Stephen ,Moss,,418B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1386931652.jpg
SC,31,,D,Ms.,Rosalyn D.,Henderson-Myers,,530C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0824999901.jpg
SC,32,,R,Mr.,Max T.,Hyde,Jr.,402A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0914772618.jpg
SC,33,,R,Mr.,Edward R.,Tallon,Sr.,518B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1785227059.jpg
SC,34,,R,Mr.,P. Michael,Forrester,,402B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0608522655.jpg
SC,35,,R,Mr.,William M.,Chumley,,326A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0351704504.jpg
SC,36,,R,Ms.,Merita A.,Allison,,429 Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0015909089.jpg
SC,37,,R,Mr.,Steven Wayne,Long,,304A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1120454411.jpg
SC,38,,R,Mr.,Josiah ,Magnuson,,304D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1130965774.jpg
SC,39,,R,Mr.,Cally R.,Forrest,,323A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0608238564.jpg
SC,40,,R,Mr.,Richard ,Martin,,418D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1178408950.jpg
SC,41,,D,Ms.,Annie E.,McDaniel,,330A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1221590763.jpg
SC,42,,R,Mr.,Leon D.,Gilliam,,420C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0675426055.jpg
SC,43,,R,Mr.,Thomas R.,Ligon,,306D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1087499870.jpg
SC,44,,D,Ms.,Mandy Powers ,Norrell,,422B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1493181639.jpg
SC,45,,R,Mr.,Brandon Michael ,Newton,,404D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1418607785.jpg
SC,46,,R,Mr.,J. Gary,Simrill,,518C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1697727069.jpg
SC,47,,R,Mr.,Thomas E.,Pope,,505 Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1484090731.jpg
SC,48,,R,Mr.,Bruce M.,Bryant,,530A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0234090881.jpg
SC,49,,D,Mr.,John Richard C.,King,,309B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1002272607.jpg
SC,50,,D,Mr.,William W.,Wheeler,III,422D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1907386135.jpg
SC,51,,D,Mr.,J. David ,Weeks,,330C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1898863409.jpg
SC,52,,D,Ms.,Laurie Slade,Funderburk,,422C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0629545379.jpg
SC,53,,R,Mr.,Richard L.,Yow,,327C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1998863577.jpg
SC,54,,D,Ms.,Patricia Moore,Henegan,,333B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0829545355.jpg
SC,55,,D,Mr.,Jackie E.,Hayes,,333C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0802272631.jpg
SC,56,,R,Mr.,Timothy A.,McGinnis,,530D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1256818031.jpg
SC,57,,D,Mr.,Lucas ,Atkinson,,333D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0066477265.jpg
SC,58,,R,Mr.,Jeffrey E.,Johnson,,434B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0938636251.jpg
SC,59,,D,Mr.,Terry ,Alexander,,314C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0011363635.jpg
SC,60,,R,Mr.,Phillip D.,Lowe,,327B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1125568047.jpg
SC,61,,D,Mr.,Roger K.,Kirby,,314D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1006818061.jpg
SC,62,,D,Mr.,Robert Q.,Williams,,328C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1942045222.jpg
SC,63,,R,Mr.,Wallace H.,Jordan,Jr.,327A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0957954431.jpg
SC,64,,D,Mr.,Robert L.,Ridgeway,III,422A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1553408905.jpg
SC,65,,R,Mr.,James H.,Lucas,,506 Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1126136229.jpg
SC,66,,D,Ms.,Gilda ,Cobb-Hunter,,309C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0372727228.jpg
SC,67,,R,Mr.,G. Murrell ,Smith,Jr.,525 Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1703408887.jpg
SC,68,,R,Ms.,Heather Ammons,Crawford,,522B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0428977222.jpg
SC,69,,R,Mr.,Chris ,Wooten,,323D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1978408854.jpg
SC,70,,D,Ms.,Wendy C.,Brawley,,309D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0187499978.jpg
SC,71,,R,Mr.,Nathan ,Ballentine,,320B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0102272715.jpg
SC,72,,D,Mr.,Seth ,Rose,,532D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1584090719.jpg
SC,73,,D,Mr.,Christopher R.,Hart,,432B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0770454453.jpg
SC,74,,D,Mr.,J. Todd ,Rutherford,,335B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1614772534.jpg
SC,75,,R,Mr.,Kirkman ,Finlay,III,532A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0585795385.jpg
SC,76,,D,Mr.,Leon ,Howard,,425 Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0879545349.jpg
SC,77,,D,Mr.,Kambrell H.,Garvin,,335D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0657954467.jpg
SC,78,,D,Ms.,Beth E.,Bernstein,,532C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0141477256.jpg
SC,79,,D,Mr.,Ivory Torrey,Thigpen,,333A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1815908873.jpg
SC,80,,D,Mr.,Jimmy C.,Bales,Ed.D,503A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0097727261.jpg
SC,81,,R,Mr.,Bart T.,Blackwell,,416D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0144318165.jpg
SC,82,,D,Mr.,William ,Clyburn,,416C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0363636320.jpg
SC,83,,R,Mr.,William M.,Hixon,,416A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0849715808.jpg
SC,84,,R,Ms.,Melissa Lackey ,Oremus,,418A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1432386192.jpg
SC,85,,R,Mr.,Chip ,Huggins,,202 Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0897727165.jpg
SC,86,,R,Mr.,Bill ,Taylor,,416B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1811363419.jpg
SC,87,,R,Ms.,Paula Rawl ,Calhoon,,320D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0293181783.jpg
SC,88,,R,Mr.,McLain R.,Toole,,323C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1838636143.jpg
SC,89,,R,Mr.,Micajah P.,Caskey,IV,323B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0329545415.jpg
SC,90,,D,Mr.,Justin T.,Bamberg,,335C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0102840897.jpg
SC,91,,D,Mr.,Lonnie ,Hosey,,404B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0874999895.jpg
SC,92,,R,Mr.,Joseph S.,Daning,,310C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0451136310.jpg
SC,93,,D,Mr.,Russell L.,Ott,,306C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1433096420.jpg
SC,94,,R,Mr.,Converse A.,Chellis,IV,308A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0350568140.jpg
SC,95,,D,Mr.,Jerry N.,Gova,Jr.,530B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0702272643.jpg
SC,96,,R,Mr.,L. Kit,Spires,,326D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1743749791.jpg
SC,97,,R,Ms.,Mandy W.,Kimmons,,310A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0993749881.jpg
SC,98,,R,Mr.,Chris ,Murphy,,308D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1394318015.jpg
SC,99,,R,Ms.,Nancy ,Mace,,308B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1127840774.jpg
SC,100,,R,Ms.,Sylleste H.,Davis,,414C Blatt Building,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0456249946.jpg
SC,101,,D,Mr.,Cezar E.,McKnight,,314B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1276136211.jpg
SC,102,,D,Mr.,Joseph H.,Jefferson,Jr.,304B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0924999889.jpg
SC,103,,D,Mr.,Carl L.,Anderson,,304C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0021590907.jpg
SC,104,,R,Mr.,William H.,Bailey,,420D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0088636353.jpg
SC,105,,R,Mr.,Kevin ,Hardee,,404C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0743749911.jpg
SC,106,,R,Mr.,Russell W.,Fry,,522D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0623863562.jpg
SC,107,,,,Vacant,Seat,,,,Columbia,SC,29201,Representative,
SC,108,,R,Mr.,Lee ,Hewitt,,327D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0834658991.jpg
SC,109,,D,Mr.,David J.,Mack,III,328D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1129545319.jpg
SC,110,,R,Mr.,William Scott,Cogswell,Jr.,310B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0374999955.jpg
SC,111,,D,Mr.,Wendell G.,Gilliard,,328B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0675568101.jpg
SC,112,,R,Mr.,F. Michael,Sottile,,310D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1742045246.jpg
SC,113,,D,Mr.,Marvin R.,Pendarvis,,328A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1457812326.jpg
SC,114,,R,Ms.,Linda ,Bennett,,414D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0140624984.jpg
SC,115,,D,Ms.,Elizabeth ,Wetmore,,Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1905681590.jpg
SC,116,,D,Mr.,Robert L.,Brown,,330D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0220454519.jpg
SC,117,,D,Ms.,Krystle N.,Matthews,,414A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1694886161.jpg
SC,118,,R,Mr.,William G.,Herbkersman,,308C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0832954446.jpg
SC,119,,D,Mr.,Leonidas E.,Stavrinakis,,522C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1747727063.jpg
SC,120,,R,Mr.,Wm. Weston J.,Newton,,228 Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1418749830.jpg
SC,121,,D,Mr.,Michael F.,Rivers,Sr.,432C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1564346404.jpg
SC,122,,D,Mr.,Shedron D.,Williams,,432D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1942187268.jpg
SC,123,,R,Mr.,Jeffrey A.,Bradley,,306B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0171590889.jpg
SC,124,,R,Ms.,Shannon S.,Erickson,,320C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0539772663.jpg
VA,,1,D,Mr.,T. Montgomery,Mason,,Pocahontas Building,"900 East Main Street, Room E515",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Mason01.jpg
VA,,2,D,Ms.,Mamie E.,Locke,,Pocahontas Building,"900 East Main Street, Room E510",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/locke.jpg
VA,,3,R,Mr.,Thomas K.,Norment,Jr.,Pocahontas Building,"900 East Main Street, Room E603",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Norment03.jpg
VA,,4,R,Mr.,Ryan T.,McDougle,,Pocahontas Building,"900 East Main Street, Room E501",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/McDougle04.jpg
VA,,5,D,Mr.,Lionell,Spruill,Sr.,Pocahontas Building,"900 East Main Street, Room E524",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Spruill.jpg
VA,,6,D,Mr.,Lynwood W.,Lewis,Jr.,Pocahontas Building,"900 East Main Street, Room E609",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Lewis.jpg
VA,,7,R,Ms.,Jen A.,Kiggans,,Pocahontas Building,"900 East Main Street, Room E518",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Kiggans7.jpg
VA,,8,R,Mr.,William R.,DeSteph,Jr.,Pocahontas Building,"900 East Main Street, Room E608",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/DeSteph08.jpg
VA,,9,D,Ms.,Jennifer L.,McClellan,,Pocahontas Building,"900 East Main Street, Room E512",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/McClellan09.jpg
VA,,10,D,Ms.,Ghazala F.,Hashmi,,Pocahontas Building,"900 East Main Street, Room E516",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Hashmi10.jpg
VA,,11,R,Ms.,Amanda F.,Chase,,Pocahontas Building,"900 East Main Street, Room E523",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Chase11.jpg
VA,,12,R,Ms.,Siobhan S.,Dunnavant,,Pocahontas Building,"900 East Main Street, Room E613",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Dunnavant12.jpg
VA,,13,D,Mr.,John J. ,Bell,,Pocahontas Building,"900 East Main Street, Room E522",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Bell13.jpg
VA,,14,R,Mr.,John A.,Cosgrove,Jr.,Pocahontas Building,"900 East Main Street, Room E607",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/cosgrove_john_bw.jpg
VA,,15,R,Mr.,Frank M.,Ruff,Jr.,Pocahontas Building,"900 East Main Street, Room E505",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Ruff15.jpg
VA,,16,D,Mr.,Joseph D.,Morrissey,,Pocahontas Building,"900 East Main Street, Room E614",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Morrissey16.jpg
VA,,17,R,Mr.,Bryce E.,Reeves,,Pocahontas Building,"900 East Main Street, Room E521",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Reeves.jpg
VA,,18,D,Ms.,L. Louise,Lucas,,Pocahontas Building,"900 East Main Street, Room E604",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Lucas2018.jpg
VA,,19,R,Mr.,David R. ,Suetterlein,,Pocahontas Building,"900 East Main Street, Room E519",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Sutterlein19.jpg
VA,,20,R,Mr.,William  M.,Stanley,Jr.,Pocahontas Building,"900 East Main Street, Room E504",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Stanley19.jpg
VA,,21,D,Mr.,John S.,Edwards,,Pocahontas Building,"900 East Main Street, Room E506",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Edwards21.jpg
VA,,22,R,Mr.,Mark J. ,Peake,,Pocahontas Building,"900 East Main Street, Room E615",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Peake.jpg
VA,,23,R,Mr.,Stephen D.,Newman,,Pocahontas Building,"900 East Main Street, Room E508",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Newman2017.jpg
VA,,24,R,Mr.,Emmett W.,Hanger,Jr.,Pocahontas Building,"900 East Main Street, Room E507",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Hanger24.jpg
VA,,25,D,Mr.,R. Creigh,Deeds,,Pocahontas Building,"900 East Main Street, Room E503",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/deeds25.jpg
VA,,26,R,Mr.,Mark D.,Obenshain,,Pocahontas Building,"900 East Main Street, Room E502",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/MDObenshainc.jpg
VA,,27,R,Ms.,Jill Holtzman,Vogel,,Pocahontas Building,"900 East Main Street, Room E612",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Vogel.jpg
VA,,28,R,Mr.,Richard H.,Stuart,,Pocahontas Building,"900 East Main Street, Room E611",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Stuart28.jpg
VA,,29,D,Mr.,Jeremy S.,McPike,,Pocahontas Building,"900 East Main Street, Room E511",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/McPike29.jpg
VA,,30,D,Mr.,Adam P.,Ebbin,,Pocahontas Building,"900 East Main Street, Room E520",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Ebbin30.jpg
VA,,31,D,Ms.,Barbara A.,Favola,,Pocahontas Building,"900 East Main Street, Room E610",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Favola.jpg
VA,,32,D,Ms.,Janet D.,Howell,,Pocahontas Building,"900 East Main Street, Room E509",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Howell32.jpg
VA,,33,D,Ms.,Jennifer B.,Boysko,,Pocahontas Building,"900 East Main Street, Room E513",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Boysko33.jpg
VA,,34,D,Mr.,J. Chapman,Petersen,,Pocahontas Building,"900 East Main Street, Room E517",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Petersen34.jpg
VA,,35,D,Mr.,Richard L.,Saslaw,,Pocahontas Building,"900 East Main Street, Room E602",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Saslaw35.jpg
VA,,36,D,Mr.,Scott A.,Surovell,,Pocahontas Building,"900 East Main Street, Room E617",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Surovell36.jpg
VA,,37,D,Mr.,David W. ,Marsden,,Pocahontas Building,"900 East Main Street, Room E618",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Marsden37.jpg
VA,,38,R,Mr.,A. Benton,Chafin,Jr.,Pocahontas Building,"900 East Main Street, Room E514",Richmond,VA,23219,Senator,https://apps.lis.virginia.gov/senatepics/newbiopics/Chafin38.jpg
